,B_interactions_count,B_unique_id,A_interactions_count,A_unique_id,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3,Choice,A_community,B_community,A_L_community,A_M_community,A_S_community,A_XS_community,B_L_community,B_M_community,B_S_community,B_XS_community
30,38,25,42,307,45589,862,2641,148.854279232,36.998883856,27.8817679309,3.3334918041900004,23.8612817152,551,127.404293381,2833.84794275,1706188,402,12138,837.580052302,93.569848167,7.6212593663,2.6090599903,4.86627099055,2597,21.2891013384,1937.63938815,0,4,4,1,0,0,0,1,0,0,0
31,46,26,37,84,504004,3109,12772,311.8003107,142.633228932,4.4860901625,1.04940792319,4.8068233239,1280,48.5328185328,1554.48957529,49326,42259,1446,0.452339900339,0.275537618025,0.10050335853499999,0.10050335853499999,0.10050335853499999,2,43.0,1651.5,1,0,5,1,0,0,0,1,0,0,0
32,43,27,41,338,444,155,14,0.10050335853499999,0.10050335853499999,0.349326776018,0.10050335853499999,0.349326776018,0,0.0,0.0,236123,858,2794,77.1935733839,23.9710764579,12.5416012889,2.55072506841,12.6070724246,307,159.20064724899999,5131.31067961,0,0,2,1,0,0,0,1,0,0,0
33,43,28,40,100,130850,3394,449,92.8696511202,16.5384838869,2.54804761537,0.10050335853499999,3.036687975,355,102.573002755,10481.7355372,1294,431,44,0.555204167947,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.595962080709,2,836.0,11447.5,1,2,2,1,0,0,0,1,0,0,0
35,38,30,60,188,1043,81,40,2.71828133782,0.932457738124,0.10050335853499999,0.10050335853499999,0.10050335853499999,10,21.5,1412.3,1097135,830,10591,73.1656773765,19.8983664028,0.10050335853499999,0.10050335853499999,0.35184014387100004,288,13.709897610899999,762.614334471,0,0,0,1,0,0,0,1,0,0,0
37,39,32,27,112,541611,2140,10406,2418.36985923,981.4598887289999,13.9255848212,0.10050335853499999,32.9730239162,8550,59.120226799399994,4861.41090025,5501,5908,400,7.19638941016,2.6357228663799996,1.7722887831,0.341936471695,0.8251929422159999,28,86.32142857139999,1704.92857143,1,5,4,1,0,0,0,1,0,0,0
38,47,33,34,225,598,600,11,12.5329763908,0.10050335853499999,3.06958411478,0.10050335853499999,2.76476208366,30,53.636363636400006,1453.63636364,480412,11948,16294,1795.52554643,685.575043835,4.5349874438499995,1.31814022265,15.825915571500001,6867,60.8146619217,2695.61252669,0,4,4,1,0,0,0,1,0,0,0
39,27,34,32,93,9542820,2069,17897,4336.3582863,668.570800935,7.37699596965,1.8383807207599998,3.1136251344,12252,16.385138416700002,3413.41185041,130878,5409,378,14.4416640637,5.67375398189,0.8752136377249999,0.10050335853499999,26.1918930322,51,18.9019607843,4006.68627451,1,4,0,1,0,0,0,1,0,0,0
40,41,35,38,126,627949,150866,6820,246.40384554,74.7054295201,21.260938996500002,1.3206810342200002,15.2780657745,683,235.787264834,11977.0434153,58090,6,2963,98.9542408593,27.7975963377,0.7962624140860001,0.332423043719,0.332423043719,430,241.68045977,8490.30114943,0,0,5,1,0,0,0,1,0,0,0
42,33,37,31,316,2260661,233,12680,13580.629437600002,1883.09001537,27.1828015928,13.098383319000002,18.3497218154,35645,16.8700174752,2092.42004383,138235,780,1415,267.436511255,128.707882764,32.381551153000004,3.49534266799,26.6084698024,852,27.4785631518,4345.21668598,1,5,5,1,0,0,0,1,0,0,0
44,34,39,52,19,871652,140,13838,133.213344879,56.0277473134,2.62255029053,1.12116022334,2.62255029053,562,135.158450704,5187.5,232753,320,7919,175.264776264,100.480819758,3.1084904768,1.6147168250900001,4.4019187010000005,679,47.096916299600004,2374.15565345,0,5,4,1,0,0,0,1,0,0,0
45,29,12,32,266,1481379,147521,15043,9902.07037931,5012.05587584,10.4384603887,0.10050335853499999,193.07241822900002,28564,10.964144256800001,1035.95549302,750,997,29,2.2924645126299996,0.312365990981,5.135357861,2.0324587395099996,4.4231557936,11,192.363636364,3855.72727273,1,4,0,1,0,0,0,1,0,0,0
46,35,40,30,105,282305,2114,1664,38.8128094277,14.1610399443,7.518898903310001,0.8379415848620001,5.0101787474199995,168,379.31176470599996,32020.8117647,242529,7561,3702,242.63363551,106.67638912700001,7.198330439319999,2.04051108512,10.073921354,894,63.098998887700006,8653.06562848,0,0,5,1,0,0,0,1,0,0,0
48,33,9,35,211,1209835,3,12226,86.82008383959999,18.4581095795,0.10050335853499999,0.10050335853499999,0.10050335853499999,390,36.5255102041,2729.60969388,117913,1299,9950,189.755229794,67.3102230393,11.2948306946,2.56726916744,10.9337661034,791,185.542032622,5535.93977415,0,2,4,1,0,0,0,1,0,0,0
49,23,42,32,139,112,243,5,1.4451735361000002,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.603176929208,5,96.6,1414.2,254,341,9,6.52579240758,1.1579752375399999,1.3328979596500001,0.35184014387100004,1.56716026791,21,74.3333333333,2138.23809524,0,0,0,1,0,0,0,1,0,0,0
50,41,43,37,241,28613,3557,9,0.7514342507699999,0.295998478572,0.10050335853499999,0.10050335853499999,0.10050335853499999,3,2.66666666667,218.33333333299998,266407,1592,6734,660.897263062,297.090332679,28.257999962800003,0.8396823433830001,20.7226649911,2376,66.3959899749,2706.10818713,0,5,5,1,0,0,0,1,0,0,0
51,43,44,34,39,232753,320,7919,175.264776264,100.480819758,3.1084904768,1.6147168250900001,4.4019187010000005,679,47.096916299600004,2374.15565345,102116,293,970,1729.45163398,763.659739323,30.829976658899998,8.568366921689995,93.3115713274,4067,12.310269482899999,1636.37970381,1,4,4,1,0,0,0,1,0,0,0
52,36,45,34,39,232753,320,7919,175.264776264,100.480819758,3.1084904768,1.6147168250900001,4.4019187010000005,679,47.096916299600004,2374.15565345,71597,44262,1437,10.403563458899999,3.3653546396599996,0.591205606947,0.10050335853499999,5.0745674068,47,72.1063829787,2146.89361702,1,4,4,1,0,0,0,1,0,0,0
53,37,46,41,21,96531,87,363,81.56173425729999,43.3214649545,6.59024510976,2.3391332378,12.0896446122,296,9.20875420875,2112.07407407,794,479,8,0.306073458935,0.306073458935,0.10050335853499999,0.10050335853499999,1.62198088723,1,49.0,4969.0,1,2,0,1,0,0,0,1,0,0,0
54,39,47,35,111,356712,2070,2804,24.8239103521,4.46812603418,2.1444063570400003,0.605766716163,1.62703890732,92,258.255319149,8133.0,508213,554,16338,3619.31076978,878.3102338030002,7.82867570173,2.26757425945,23.621323857300002,12453,47.6179080824,2314.93335975,0,2,2,1,0,0,0,1,0,0,0
55,36,45,39,110,2696,1718,20,4.23705175388,0.321056671521,0.5861024521379999,0.10050335853499999,0.837439237474,18,84.94444444439999,2656.88888889,71597,44262,1437,10.403563458899999,3.3653546396599996,0.591205606947,0.10050335853499999,5.0745674068,47,72.1063829787,2146.89361702,0,4,4,1,0,0,0,1,0,0,0
56,52,19,41,118,4760,425,96,5.0119622628,1.40789589748,0.10050335853499999,0.10050335853499999,0.10050335853499999,22,3.0,277.59090909099996,871652,140,13838,133.213344879,56.0277473134,2.62255029053,1.12116022334,2.62255029053,562,135.158450704,5187.5,0,0,5,1,0,0,0,1,0,0,0
57,36,48,39,184,11427,1951,1069,31.201897065700003,9.46773932115,12.708639966300002,1.09142538088,16.9942186851,126,322.842519685,6522.99212598,2256591,735,22670,488.964332631,211.425789685,0.8657111641930001,0.36479296425999996,0.847756741777,1917,41.4878301398,3843.37648887,0,5,0,1,0,0,0,1,0,0,0
58,37,49,47,143,392738,9364,3354,258.523923974,124.471540448,7.4713396256,0.595962080709,10.999133619,973,41.0162107396,3042.89260385,48711,22845,932,61.9248042388,18.5789010899,0.10050335853499999,0.10050335853499999,0.10050335853499999,229,80.3433476395,4431.68240343,1,2,5,1,0,0,0,1,0,0,0
59,48,50,34,144,1404323,563,20057,967.7206417289999,579.431127684,4.47379849183,0.8056802321359999,6.24180594033,4027,57.6438389197,3201.29370629,3764,703,222,5.2706205371,1.6011585691999999,2.33833256056,0.10050335853499999,1.59653867023,18,139.444444444,4573.88888889,0,5,4,1,0,0,0,1,0,0,0
60,32,51,39,41,671,215,17,0.354378899279,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,1.0,148.0,9093,672,457,11.1220209346,2.81352304477,15.1659349125,2.53866717594,7.01675925031,36,123.138888889,4708.16666667,0,2,2,1,0,0,0,1,0,0,0
63,32,54,47,13,224146,272,6190,56.7252801893,11.8540570388,0.10050335853499999,0.10050335853499999,5.782978754299999,211,54.9252336449,7211.6635514,9512,12,213,52.1670684554,23.182288427800003,0.362150068203,0.10050335853499999,6.80604525921,195,11.6785714286,564.040816327,1,4,0,1,0,0,0,1,0,0,0
64,48,55,66,128,1352348,331,15647,19129.8486618,14552.7339915,2.0654180329400003,0.580955253724,16.2815024995,52580,3.09244769678,597.563636364,15385,673,747,55.9935458813,22.3219449455,6.94623325492,0.341936471695,6.5039774779499995,202,152.495098039,3286.61764706,1,4,5,1,0,0,0,1,0,0,0
65,33,56,35,20,4491415,756,29876,4499.99625119,2206.57189762,26.966924743299998,12.6282827226,29.0698219532,16646,22.7477263271,2206.42073352,127,106,4,1.09377244313,0.10050335853499999,0.367462556237,0.10050335853499999,0.623902496382,5,105.4,1190.0,1,5,5,1,0,0,0,1,0,0,0
66,42,57,49,91,78083,679,3680,165.594483553,89.1431564125,5.18626684479,2.4168313702,7.17936378545,682,82.9869565217,3777.76666667,143101,128686,8742,874.212873202,347.630667262,4.49847061965,0.10050335853499999,34.9779777238,2767,105.734781061,5276.96262015,0,5,5,1,0,0,0,1,0,0,0
67,43,58,46,26,49326,42259,1446,0.452339900339,0.275537618025,0.10050335853499999,0.10050335853499999,0.10050335853499999,2,43.0,1651.5,2273871,4524,11946,6782.40533805,2944.52424508,12.9557232877,2.79186097666,66.2062083002,21678,6.8593643121,1113.2020155999999,0,5,5,1,0,0,0,1,0,0,0
68,29,59,41,338,444,155,14,0.10050335853499999,0.10050335853499999,0.349326776018,0.10050335853499999,0.349326776018,0,0.0,0.0,1259676,337,6109,908.649321529,211.33367097,12.021781221400001,7.5656429402,12.7923814521,3366,10.0486660803,1326.84286133,0,0,0,1,0,0,0,1,0,0,0
69,36,60,41,35,58090,6,2963,98.9542408593,27.7975963377,0.7962624140860001,0.332423043719,0.332423043719,430,241.68045977,8490.30114943,1525260,747,41582,3316.25953264,1401.93976746,8.25713596151,6.558355731209999,22.4431911187,12203,57.9573283859,2352.64733403,0,5,4,1,0,0,0,1,0,0,0
71,36,62,47,33,480412,11948,16294,1795.52554643,685.575043835,4.5349874438499995,1.31814022265,15.825915571500001,6867,60.8146619217,2695.61252669,823481,2667,13252,87.60765569370001,28.673226189,6.6549459000099995,2.61579420283,5.04874777935,351,58.414084507,3523.25070423,1,4,0,1,0,0,0,1,0,0,0
72,41,63,35,368,8168488,76,25928,2821.69423405,787.5112741610001,2.60521066322,0.583369584856,2.3816871119400003,9896,11.9771359807,2056.46159246,1607541,93,9876,389.533119657,217.62844215599998,0.359533601106,0.10050335853499999,0.84979013175,1706,9.97903319744,774.39895166,1,0,0,1,0,0,0,1,0,0,0
73,38,64,37,4,7554,1711,181,21.6018659681,3.58166112737,6.7646570426100014,1.11972669857,4.5632463243300005,85,48.5,1993.62790698,2403,1,75,40.2365533557,31.4587083471,51.6200048428,0.10050335853499999,42.6304263082,147,10.0272108844,1486.30612245,1,4,4,1,0,0,0,1,0,0,0
78,47,13,35,20,4491415,756,29876,4499.99625119,2206.57189762,26.966924743299998,12.6282827226,29.0698219532,16646,22.7477263271,2206.42073352,224146,272,6190,56.7252801893,11.8540570388,0.10050335853499999,0.10050335853499999,5.782978754299999,211,54.9252336449,7211.6635514,1,5,4,1,0,0,0,1,0,0,0
80,34,70,38,141,120772,468,6248,660.384085815,145.539331294,5.02997588997,2.3138901451400002,6.30511611846,2302,60.596588486099996,2013.16460554,17842623,46964,90405,16377.1728978,5728.95895108,0.362150068203,0.10050335853499999,1.6082480584399999,61013,10.5740387849,1376.61833235,1,0,0,1,0,0,0,1,0,0,0
81,36,45,46,26,49326,42259,1446,0.452339900339,0.275537618025,0.10050335853499999,0.10050335853499999,0.10050335853499999,2,43.0,1651.5,71597,44262,1437,10.403563458899999,3.3653546396599996,0.591205606947,0.10050335853499999,5.0745674068,47,72.1063829787,2146.89361702,0,5,4,1,0,0,0,1,0,0,0
82,51,71,33,37,138235,780,1415,267.436511255,128.707882764,32.381551153000004,3.49534266799,26.6084698024,852,27.4785631518,4345.21668598,173872,2804,16328,346.547498255,85.7971306975,6.81297388377,1.33791522607,7.57468668763,1323,268.13298272,9307.21487603,1,5,0,1,0,0,0,1,0,0,0
84,39,32,33,203,67736,30523,1948,48.7654171991,14.029113320899999,12.2462332026,0.10050335853499999,9.00010370921,190,153.703125,4391.67708333,5501,5908,400,7.19638941016,2.6357228663799996,1.7722887831,0.341936471695,0.8251929422159999,28,86.32142857139999,1704.92857143,1,4,4,1,0,0,0,1,0,0,0
85,35,73,38,258,128305,213,942,140.038427023,77.7520497721,2.14953593034,0.10050335853499999,19.434069883699998,466,29.993644067800002,1643.37923729,196692,2339,4626,710.7490998439999,310.219722086,9.735097304560002,5.09267581661,17.02822609,2689,39.556897182600004,2039.9582875999997,0,5,4,1,0,0,0,1,0,0,0
86,42,74,42,5,11147,1500,474,40.5925124122,5.92300880671,19.6480644548,1.86176520715,12.261029213599999,128,107.431818182,2481.13636364,131920,364,6974,651.7651337919999,170.153144385,4.80191984295,0.341936471695,7.0540441626699995,2335,59.5890063425,1840.8744186000001,0,5,5,1,0,0,0,1,0,0,0
88,39,76,37,176,501043,3289,6694,307.80539122700003,72.5250702042,2.10364411311,0.604091150446,2.83240137645,1093,70.6588021779,4390.37931034,364,927,6,0.551680477817,0.310247364657,0.834980862738,0.339522140564,0.832590674918,2,1.5,122.0,0,4,4,1,0,0,0,1,0,0,0
89,30,77,44,107,25360,20872,461,1.4825932254499998,0.716815998035,1.08365421195,1.08365421195,2.53274438183,7,228.57142857099998,9940.71428571,723800,328,7257,1695.43019461,317.46366497900004,3.5810568194,1.85822627025,6.48408594887,5210,13.598487712699999,1336.21361059,0,2,2,1,0,0,0,1,0,0,0
91,36,78,37,84,504004,3109,12772,311.8003107,142.633228932,4.4860901625,1.04940792319,4.8068233239,1280,48.5328185328,1554.48957529,864557,7352,19561,5744.73281891,5311.50720366,14.2957902199,0.35184014387100004,14.7637491918,3641,65.8732620321,3279.47967914,0,0,0,1,0,0,0,1,0,0,0
92,43,28,41,263,1834007,773,30622,1674.26690878,388.426427249,29.331851802800003,7.30829344579,17.6597096249,6261,53.22601447,2662.89477823,1294,431,44,0.555204167947,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.595962080709,2,836.0,11447.5,1,0,2,1,0,0,0,1,0,0,0
93,39,79,33,178,404679,3866,7149,89.01504873360001,10.4367800398,14.189482415699999,0.8300950123630001,8.07089836465,322,250.05828220900003,7562.35276074,263614,759,8805,110.410259905,26.5571232737,1.6238337940099998,0.10050335853499999,1.11862146793,454,96.04357298469999,2606.67973856,0,4,2,1,0,0,0,1,0,0,0
94,35,40,40,82,10270,5625,608,74.5379654876,34.7487061203,0.10050335853499999,0.10050335853499999,3.31864525418,226,73.3744493392,4133.12334802,242529,7561,3702,242.63363551,106.67638912700001,7.198330439319999,2.04051108512,10.073921354,894,63.098998887700006,8653.06562848,1,0,5,1,0,0,0,1,0,0,0
97,33,1,31,119,254,534,1,3.4536485165800004,0.277305640849,0.8104847510879999,0.341936471695,1.27666674454,12,6.75,573.916666667,39262,848,1610,40.4950207027,8.9436069153,3.22767690032,0.564342728903,1.07032070863,163,132.030674847,2931.51533742,0,5,2,1,0,0,0,1,0,0,0
98,29,59,41,29,206818,15196,2513,15.210107996400001,4.31465898754,0.10050335853499999,0.10050335853499999,0.10050335853499999,69,321.18840579700003,17454.115942,1259676,337,6109,908.649321529,211.33367097,12.021781221400001,7.5656429402,12.7923814521,3366,10.0486660803,1326.84286133,0,4,0,1,0,0,0,1,0,0,0
99,40,82,36,120,53678,1751,496,191.438869699,62.7249449229,0.10050335853499999,0.10050335853499999,0.10050335853499999,599,15.176567656800001,3087.46369637,10270,5625,608,74.5379654876,34.7487061203,0.10050335853499999,0.10050335853499999,3.31864525418,226,73.3744493392,4133.12334802,1,0,0,1,0,0,0,1,0,0,0
100,30,83,38,103,10693,935,12,0.634421753939,0.367462556237,0.367462556237,0.10050335853499999,0.367462556237,2,50.5,3452.5,4557,82,167,7.3376261648500005,4.39749731434,0.10050335853499999,0.10050335853499999,2.09201695773,25,12.44,398.76,1,5,0,1,0,0,0,1,0,0,0
101,37,84,32,8,298668,551,6209,493.256379358,206.66055217099998,4.1152122810400025,0.8545391020980001,3.07546280949,2021,75.9700980392,3865.44656863,504004,3109,12772,311.8003107,142.633228932,4.4860901625,1.04940792319,4.8068233239,1280,48.5328185328,1554.48957529,1,0,0,1,0,0,0,1,0,0,0
102,35,85,34,172,462071,331717,890,201.098430037,136.251577298,0.10050335853499999,0.10050335853499999,0.10050335853499999,728,24.633879781399997,2543.06010929,655,562,33,1.15136320173,0.10050335853499999,0.5737605469520001,0.10050335853499999,0.569051637927,2,10.0,602.5,1,5,0,1,0,0,0,1,0,0,0
103,42,57,35,106,3106,3232,47,4.12499754996,2.57111280087,0.10050335853499999,0.10050335853499999,1.10906797863,17,5.0,531.944444444,143101,128686,8742,874.212873202,347.630667262,4.49847061965,0.10050335853499999,34.9779777238,2767,105.734781061,5276.96262015,0,5,5,1,0,0,0,1,0,0,0
104,43,27,32,93,9542820,2069,17897,4336.3582863,668.570800935,7.37699596965,1.8383807207599998,3.1136251344,12252,16.385138416700002,3413.41185041,236123,858,2794,77.1935733839,23.9710764579,12.5416012889,2.55072506841,12.6070724246,307,159.20064724899999,5131.31067961,1,4,2,1,0,0,0,1,0,0,0
106,44,87,51,71,173872,2804,16328,346.547498255,85.7971306975,6.81297388377,1.33791522607,7.57468668763,1323,268.13298272,9307.21487603,1203,689,67,0.581003784219,0.581003784219,1.6427862594299998,0.10050335853499999,2.1531532873400003,2,0.5,317.5,1,0,4,1,0,0,0,1,0,0,0
107,3,88,49,91,78083,679,3680,165.594483553,89.1431564125,5.18626684479,2.4168313702,7.17936378545,682,82.9869565217,3777.76666667,493,74,16,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.595962080709,0,0.0,0.0,1,5,5,1,0,0,0,1,0,0,0
108,32,89,50,249,126738,779,4115,171.819555176,37.2942852658,4.41132266395,1.53022249247,4.20288258489,690,126.044159544,3627.96866097,223,168,9,0.349326776018,0.349326776018,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,77.0,3047.0,1,5,2,1,0,0,0,1,0,0,0
110,30,77,36,193,2774790,20342,15836,5088.57716465,6.18308067892,0.810460607776,0.339522140564,1.08175730664,18549,4.7813390696399996,454.967894595,723800,328,7257,1695.43019461,317.46366497900004,3.5810568194,1.85822627025,6.48408594887,5210,13.598487712699999,1336.21361059,0,2,2,1,0,0,0,1,0,0,0
111,49,91,38,114,488553,38857,6666,44.9295850425,5.14356577277,2.29966575197,0.571441825748,2.29727556415,170,396.43274853800006,14225.175438600001,78083,679,3680,165.594483553,89.1431564125,5.18626684479,2.4168313702,7.17936378545,682,82.9869565217,3777.76666667,0,0,5,1,0,0,0,1,0,0,0
