,B_interactions_count,B_unique_id,A_interactions_count,A_unique_id,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3,Choice,A_community,B_community,A_L_community,A_M_community,A_S_community,A_XS_community,B_L_community,B_M_community,B_S_community,B_XS_community
95,1,80,2,365,221,285,3,1.98866896125,0.290192078012,0.33713195274400004,0.10050335853499999,0.33713195274400004,9,0.777777777778,145.222222222,429,338,9,2.44001223538,0.310247364657,1.0650082206,0.10050335853499999,2.04320748801,7,20.0,3907.0,0,13,13,0,0,1,0,0,0,1,0
96,1,81,1,795,486540,260467,6755,94.88661784620001,52.61319638729999,0.10050335853499999,0.10050335853499999,6.566150543890001,383,91.4871794872,2714.73589744,6028,91,756,20.249007480899998,4.03762595265,8.07749784925,2.1520228797,7.374875574289999,79,175.708860759,2820.96202532,1,14,14,0,0,0,1,0,0,0,1
105,29,86,38,114,488553,38857,6666,44.9295850425,5.14356577277,2.29966575197,0.571441825748,2.29727556415,170,396.43274853800006,14225.175438600001,65264,956,2672,226.76354990599998,72.1454053207,3.78166453239,2.0479372421599997,3.0637191964999997,887,68.7081930415,1766.30751964,1,0,1,1,0,0,0,0,1,0,0
109,4,90,6,477,1424824,338,6096,462.507298936,135.30412199399998,0.334765666801,0.334765666801,0.334765666801,1732,43.962307253,5992.77898344,6061284,24,41017,410.052992763,36.803758622800004,0.10050335853499999,0.10050335853499999,0.10050335853499999,1716,21.0346620451,1734.6129405000001,0,7,7,0,1,0,0,0,1,0,0
116,1,95,1,796,207,95,5,0.10050335853499999,0.10050335853499999,0.35694329868,0.10050335853499999,0.35694329868,0,0.0,0.0,27710,3018,330,24.621050055999998,3.8451583137400003,1.14196192434,0.888086383595,1.14196192434,104,100.39047619,28149.476190499998,1,15,15,0,0,0,1,0,0,0,1
121,38,97,36,239,454514,1479,5187,455.180615236,293.839558332,30.1880543966,0.10050335853499999,21.0631964465,1793,159.00596206,5756.67913279,119001,119704,2266,63.6032615837,17.010681516,11.232851900899998,0.10050335853499999,6.62889672446,206,167.913043478,6161.917874399999,1,2,1,1,0,0,0,0,1,0,0
127,1,101,1,797,536,1985,4,0.306073458935,0.306073458935,0.10050335853499999,0.10050335853499999,0.875417753293,1,6.0,234.0,35632,1744,2332,94.0006044221,40.5256732433,3.76210655417,0.34437519001,3.7771835289499998,387,86.4358974359,2318.61794872,0,16,16,0,0,0,1,0,0,0,1
128,1,102,1,798,517,268,23,3.9602502209599995,0.279091522488,1.8037426166599997,0.359533601106,1.5549191991799998,17,95.6470588235,2144.05882353,49,210,1,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,1,17,17,0,0,0,1,0,0,0,1
131,41,52,38,132,628,921,6,3.94384833948,0.6185900083479999,4.76992966496,0.87013612691,2.9532372199699997,8,210.625,14027.5,220242,357,1062,452.547280711,140.0075344,13.439022061,3.04369326436,13.647982006600001,1796,13.6619178082,1375.80767123,0,0,1,1,0,0,0,0,1,0,0
135,35,106,28,202,108768,57,62,0.762978430716,0.306073458935,3.6119396486900004,3.3705065355299997,10.6005015388,3,7.333333333330001,1022.33333333,3106,3232,47,4.12499754996,2.57111280087,0.10050335853499999,0.10050335853499999,1.10906797863,17,5.0,531.944444444,1,1,5,0,1,0,0,1,0,0,0
137,26,108,50,249,126738,779,4115,171.819555176,37.2942852658,4.41132266395,1.53022249247,4.20288258489,690,126.044159544,3627.96866097,21,193,0,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.35184014387100004,0,0.0,0.0,1,5,1,1,0,0,0,0,1,0,0
149,10,116,39,281,725,645,44,4.10829871077,0.709693061502,1.56890938185,0.834706370192,1.83266497678,15,128.8,2381.46666667,100,201,7,0.35184014387100004,0.10050335853499999,0.35184014387100004,0.10050335853499999,0.35184014387100004,1,29.0,469.0,1,1,1,0,1,0,0,0,1,0,0
150,1,117,1,799,3069,608,31,113.857624018,4.45796919629,4.27279994703,0.359533601106,3.5475877110100003,236,5.52100840336,819.722689076,2499,1279,136,4.07118822267,1.4910578497,0.593173725151,0.346838541843,4.8198744406900005,16,30.9375,629.3125,0,18,18,0,0,0,1,0,0,0,1
156,4,121,6,383,6375552,813,13024,12873.6009322,4515.51517633,1.03520996852,0.10050335853499999,2.03903709968,28917,9.79993143641,1988.04748029,10422587,147,98965,1892.91438777,678.010953505,0.8424973786229999,0.10050335853499999,0.8424973786229999,7979,37.135768945900004,2639.14082942,0,7,7,0,1,0,0,0,1,0,0
157,1,122,1,800,7625,6067,478,13.5843900232,4.10148178547,4.52755137719,0.10050335853499999,3.77350766507,51,132.433962264,4756.9245283,8391,453,302,2.4143953841799997,0.797991027607,0.564342728903,0.10050335853499999,0.583759829055,9,85.6666666667,2020.44444444,0,19,19,0,0,0,1,0,0,0,1
171,1,131,5,522,99193,69,3950,71.8970682908,31.5701688974,0.339522140564,0.10050335853499999,0.339522140564,324,143.947852761,4795.83435583,18322,6564,1754,33.1368981205,11.036756343399999,7.079134558260001,2.8078891430699997,5.04619445293,126,118.64285714299999,2065.11904762,1,20,20,0,0,1,0,0,0,1,0
176,35,135,4,318,561,477,39,4.0922921005,0.804952341821,1.65230436544,0.6134091418500001,2.14851365635,15,187.6,2984.6,272,733,5,1.5667381983000002,0.346838541843,1.5743987792700005,0.33713195274400004,1.05230810845,6,28.5,554.5,1,1,2,0,1,0,0,1,0,0,0
181,1,138,1,801,201,152,3,0.9082336312799999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,3,25.3333333333,1320.66666667,5277,74,323,7.12158926633,1.19307121206,0.603202316762,0.10050335853499999,0.603202316762,30,112.566666667,2568.83333333,0,21,21,0,0,0,1,0,0,0,1
184,37,49,33,65,5941,1615,278,39.5895711782,3.8664530784199993,1.51595307118,0.10050335853499999,1.28169076292,116,63.9915254237,2503.94915254,48711,22845,932,61.9248042388,18.5789010899,0.10050335853499999,0.10050335853499999,0.10050335853499999,229,80.3433476395,4431.68240343,1,1,5,0,1,0,0,1,0,0,0
196,2,147,1,802,1487,802,91,0.9660879191220001,0.565103701506,1.14185726301,0.621180310774,1.14185726301,4,42.0,755.0,10602,790,334,34.0676868815,12.456840663800001,6.36727423666,0.8249002492120001,4.45773934379,128,152.085271318,6724.11627907,1,22,22,0,0,1,0,0,0,1,0
206,34,151,36,48,2256591,735,22670,488.964332631,211.425789685,0.8657111641930001,0.36479296425999996,0.847756741777,1917,41.4878301398,3843.37648887,3081505,119234,316,19.1730199185,9.94951080322,0.10050335853499999,0.10050335853499999,0.10050335853499999,66,55.641791044799994,17588.0597015,1,0,1,1,0,0,0,0,1,0,0
209,38,97,38,230,203788,1069,5439,1043.23595348,558.2136561919999,20.643643294100002,1.37120787076,22.231385961100006,3048,59.9643782383,1554.07610104,119001,119704,2266,63.6032615837,17.010681516,11.232851900899998,0.10050335853499999,6.62889672446,206,167.913043478,6161.917874399999,1,4,1,1,0,0,0,0,1,0,0
213,28,67,39,23,158467,154157,1590,299.60787906,80.1902863889,0.10050335853499999,0.10050335853499999,0.10050335853499999,791,122.25280199299999,11514.8119552,48777,858,1236,247.238745401,74.1034922474,3.0316956547900005,1.81674611367,21.1756960799,997,32.902777777800004,1871.07142857,0,1,1,0,1,0,0,0,1,0,0
218,3,155,1,803,306,433,10,2.56916638554,0.8257455212010001,6.70141849839,3.92484463956,5.41917858255,10,68.5,1451.4,580,590,26,0.5981501935010001,0.10050335853499999,0.839583306662,0.10050335853499999,1.06165079165,2,0.5,97.5,0,23,23,0,0,1,0,0,0,1,0
220,34,156,33,9,117913,1299,9950,189.755229794,67.3102230393,11.2948306946,2.56726916744,10.9337661034,791,185.542032622,5535.93977415,1140,927,69,0.577496611666,0.10050335853499999,0.341936471695,0.10050335853499999,0.341936471695,2,14.5,1206.5,1,4,1,1,0,0,0,0,1,0,0
243,1,163,1,804,4036,4172,66,1.5587766019999998,0.481107718425,0.10050335853499999,0.10050335853499999,0.33713195274400004,7,18.2857142857,898.857142857,136,340,1,0.482027951575,0.297973176755,0.10050335853499999,0.10050335853499999,0.10050335853499999,2,14.5,378.5,1,24,24,0,0,0,1,0,0,0,1
249,10,165,1,805,414,1134,16,0.765638336868,0.10050335853499999,0.349326776018,0.10050335853499999,0.349326776018,3,670.0,22625.3333333,1257,318,67,12.127098736199999,3.97380327177,1.7961257947999998,0.10050335853499999,1.7961257947999998,52,591.811320755,8903.66037736,1,1,1,0,1,0,0,0,1,0,0
251,39,23,40,100,130850,3394,449,92.8696511202,16.5384838869,2.54804761537,0.10050335853499999,3.036687975,355,102.573002755,10481.7355372,158467,154157,1590,299.60787906,80.1902863889,0.10050335853499999,0.10050335853499999,0.10050335853499999,791,122.25280199299999,11514.8119552,1,2,1,1,0,0,0,0,1,0,0
257,1,170,1,806,3102,253,207,1.90399269512,0.486465543736,0.10050335853499999,0.10050335853499999,0.33713195274400004,7,100.0,2586.28571429,1414,329,142,2.27766160594,0.10050335853499999,0.10050335853499999,0.10050335853499999,1.09388366451,7,133.857142857,5020.0,0,25,25,0,0,0,1,0,0,0,1
272,7,175,7,325,1268,933,48,3.31007533733,0.9337591884469999,1.054823201,0.10050335853499999,1.8068225365400001,14,181.133333333,2256.4,591,401,16,3.05168166273,1.26297246306,1.13206858891,0.10050335853499999,1.11987376563,12,107.166666667,14013.416666699999,0,1,1,0,1,0,0,0,1,0,0
273,34,156,39,76,364,927,6,0.551680477817,0.310247364657,0.834980862738,0.339522140564,0.832590674918,2,1.5,122.0,1140,927,69,0.577496611666,0.10050335853499999,0.341936471695,0.10050335853499999,0.341936471695,2,14.5,1206.5,1,4,1,1,0,0,0,0,1,0,0
286,33,158,39,245,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.10050335853499999,12.6428812457,890,294.170731707,8733.9767184,186557,90762,3166,489.106378736,75.7688776728,0.10050335853499999,0.10050335853499999,0.10050335853499999,764,309.220492866,20356.015564200006,0,1,0,0,1,0,0,1,0,0,0
293,5,182,4,507,3317868,58,58670,4181.19036583,2200.00702641,18.3799704838,13.867152253699999,31.7927874243,13291,24.4464963884,1476.28095912,2662235,824,74528,4477.89835361,1748.8717325999999,16.424706171700002,0.10050335853499999,16.671041355,14301,57.81867108260001,2274.40184917,0,7,7,0,1,0,0,0,1,0,0
294,41,52,39,41,671,215,17,0.354378899279,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,1.0,148.0,220242,357,1062,452.547280711,140.0075344,13.439022061,3.04369326436,13.647982006600001,1796,13.6619178082,1375.80767123,0,2,1,1,0,0,0,0,1,0,0
295,3,183,3,807,364,62,10,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,70527,4587,2835,170.192314655,22.9344276451,0.810460607776,0.339522140564,0.8278817658930001,570,46.864347826099994,1976.09043478,1,26,26,0,0,1,0,0,0,1,0
297,44,68,40,164,488750,320,3673,1207.19007707,599.721600029,0.8420220249760001,0.593198607493,7.04473454517,3918,7.8598178137699986,637.983299595,3525,3115,131,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,1,4,1,1,0,0,0,0,1,0,0
308,45,145,39,23,158467,154157,1590,299.60787906,80.1902863889,0.10050335853499999,0.10050335853499999,0.10050335853499999,791,122.25280199299999,11514.8119552,794,892,32,1.33691417504,0.362150068203,1.0592125586399999,0.33713195274400004,0.8225839644349999,4,0.0,68.5,1,1,2,0,1,0,0,1,0,0,0
314,34,53,34,0,34463,29808,1689,15.4304976173,3.9840288048900003,8.204331198450001,0.332423043719,6.988814956789999,66,75.5303030303,1916.89393939,3638,3341,85,2.7935772010699997,1.40270262958,2.5940892676900003,0.5981501935010001,3.80214341589,11,9.416666666669999,489.08333333300004,1,1,1,0,1,0,0,0,1,0,0
319,31,192,34,167,16978,6715,451,0.332423043719,0.10050335853499999,0.10050335853499999,0.10050335853499999,3.34299851074,1,130.0,2874.0,3893,1059,168,3.26047330814,1.051286304,1.10082376417,0.10050335853499999,1.10082376417,15,95.8,2188.73333333,0,4,1,1,0,0,0,0,1,0,0
327,1,194,1,808,1076,730,33,2.69646953574,0.802618618497,0.822903515812,0.10050335853499999,0.588641207545,10,21.3,622.0,1515,418,113,2.42174143074,0.295998478572,0.5737605469520001,0.10050335853499999,0.576150734772,11,57.181818181800004,866.1818181819998,0,27,27,0,0,0,1,0,0,0,1
334,5,197,9,317,1780218,2,42873,1876.31019123,1294.35747311,2.59369129475,1.8034653736400001,4.84031726425,5373,67.329281768,3894.4985266999997,6499799,899,8841,5568.42989585,1625.21049665,0.10050335853499999,0.10050335853499999,0.854513714544,20223,9.164157071150001,2100.28260014,1,7,7,0,1,0,0,0,1,0,0
342,2,201,1,809,6926,1281,446,4.16988901141,0.49964483547399996,0.354378899279,0.10050335853499999,0.600714082587,18,14.777777777799999,499.555555556,7299,235,558,1.4211942135799998,0.321056671521,0.10050335853499999,0.10050335853499999,0.359533601106,6,34.0,350.66666666699996,1,28,28,0,0,1,0,0,0,1,0
343,28,202,35,106,3106,3232,47,4.12499754996,2.57111280087,0.10050335853499999,0.10050335853499999,1.10906797863,17,5.0,531.944444444,108768,57,62,0.762978430716,0.306073458935,3.6119396486900004,3.3705065355299997,10.6005015388,3,7.333333333330001,1022.33333333,1,5,1,1,0,0,0,0,1,0,0
350,33,1,44,68,3525,3115,131,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,39262,848,1610,40.4950207027,8.9436069153,3.22767690032,0.564342728903,1.07032070863,163,132.030674847,2931.51533742,0,1,2,0,1,0,0,1,0,0,0
359,8,205,10,165,1257,318,67,12.127098736199999,3.97380327177,1.7961257947999998,0.10050335853499999,1.7961257947999998,52,591.811320755,8903.66037736,805,589,26,7.7559294769800005,1.87391771562,3.13420307907,0.367462556237,1.84368200433,29,94.0689655172,1810.55172414,0,1,1,0,1,0,0,0,1,0,0
361,3,206,4,398,3042715,3811,32579,1951.52822645,890.613211633,1.3725736842200005,0.10050335853499999,2.88107706749,7855,33.0857468066,2423.98912356,5694566,389,80794,2435.21624762,186.749343094,0.10050335853499999,0.10050335853499999,0.606481338266,9162,123.101232966,8112.89271036,1,7,7,0,1,0,0,0,1,0,0
367,3,209,1,810,468,370,26,0.10050335853499999,0.10050335853499999,0.812803230859,0.334765666801,0.812803230859,0,0.0,0.0,10266,4744,730,28.1166948073,4.01861424478,6.3604999884,0.616129749596,5.874764173709999,101,178.87128712900002,2959.03960396,0,29,29,0,0,1,0,0,0,1,0
374,3,212,1,811,754,51,51,2.75719420191,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,12,61.5384615385,1295.23076923,413,438,24,0.725540496778,0.10050335853499999,1.33284500214,0.10050335853499999,1.5647646873199998,2,685.5,37626.5,0,30,30,0,0,1,0,0,0,1,0
384,35,16,4,270,187,751,2,2.59096857076,0.279091522488,2.0276285503400002,0.332423043719,1.0652372659799998,11,17.0,345.09090909099996,219,148,8,0.758307370817,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,3,205.0,3922.66666667,0,1,2,0,1,0,0,1,0,0,0
389,1,214,1,813,2586,948,144,0.346838541843,0.346838541843,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,5.0,195.0,21307,219,378,0.919840987733,0.452339900339,0.10050335853499999,0.10050335853499999,0.10050335853499999,4,4.75,616.25,0,31,31,0,0,0,1,0,0,0,1
393,1,216,1,814,399,320,35,0.10050335853499999,0.10050335853499999,0.339522140564,0.10050335853499999,0.8707709439910001,0,0.0,0.0,1116,35,67,4.35437944578,1.14106112224,0.10050335853499999,0.10050335853499999,0.10050335853499999,20,135.05,14763.4,0,32,32,0,0,0,1,0,0,0,1
395,44,68,35,106,3106,3232,47,4.12499754996,2.57111280087,0.10050335853499999,0.10050335853499999,1.10906797863,17,5.0,531.944444444,3525,3115,131,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,0,5,1,1,0,0,0,0,1,0,0
398,39,23,44,236,366460,466,3381,1167.89692965,415.263913927,49.91863286220001,8.06155671768,82.5351766421,3450,17.9143591208,1464.34627462,158467,154157,1590,299.60787906,80.1902863889,0.10050335853499999,0.10050335853499999,0.10050335853499999,791,122.25280199299999,11514.8119552,1,2,1,1,0,0,0,0,1,0,0
404,1,219,1,815,1216,277,48,1.5788565355700002,0.10050335853499999,0.825269801754,0.10050335853499999,0.825269801754,6,23.5714285714,559.0,9013,1867,969,34.0173966938,11.965402747799999,10.9577054672,0.5883455580470001,9.63954254229,134,129.088235294,2108.63235294,1,33,33,0,0,0,1,0,0,0,1
406,2,221,1,816,951,1096,95,1.7547384111900002,1.00716890159,0.10050335853499999,0.10050335853499999,0.875239281719,7,54.571428571400006,815.285714286,1294,1254,120,0.9298789548090001,0.10050335853499999,0.880368339552,0.626492798808,0.880368339552,4,159.5,2265.5,0,34,34,0,0,1,0,0,0,1,0
409,1,223,1,817,683346,814,34915,646.3417460640001,319.620117101,3.7040883014699997,0.36479296425999996,5.12767010789,2380,55.0926464479,1363.71001246,7939,1437,243,5.214460057019999,0.705183728172,0.10050335853499999,0.10050335853499999,0.10050335853499999,20,54.571428571400006,1620.19047619,1,35,35,0,0,0,1,0,0,0,1
412,2,224,2,818,6118,4005,460,18.0701791025,5.49605623644,7.676639046110001,0.10050335853499999,4.9955183554,61,130.6875,2556.28125,2965,1627,85,2.1296834061000003,0.532967063232,1.33511145999,0.5981501935010001,1.32772115567,9,99.6666666667,2177.66666667,1,36,36,0,0,1,0,0,0,1,0
422,4,226,4,679,1891961,302,56637,1595.79523221,808.3039285230002,2.4765417522099997,1.0518461562,7.4628849399399995,5950,66.6419098143,2917.68252653,6839015,968,47559,3488.25146245,566.630976996,21.5080088919,5.66092695152,15.68925138,14107,41.6713914813,5188.99270227,1,7,7,0,1,0,0,0,1,0,0
427,1,229,1,819,2070,1350,197,5.93381451931,0.5816833827269999,0.598778662411,0.10050335853499999,0.598778662411,19,175.684210526,3210.78947368,627,441,47,5.285903969980001,0.295998478572,2.47959715722,0.339522140564,1.29877266837,20,98.35,1981.6,0,37,37,0,0,0,1,0,0,0,1
432,39,76,3,504,148,398,2,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,364,927,6,0.551680477817,0.310247364657,0.834980862738,0.339522140564,0.832590674918,2,1.5,122.0,0,1,4,0,1,0,0,1,0,0,0
435,32,233,38,25,1706188,402,12138,837.580052302,93.569848167,7.6212593663,2.6090599903,4.86627099055,2597,21.2891013384,1937.63938815,5922518,483,7594,65758.403536,32054.0555967,1.61241011026,0.10050335853499999,2.63160675438,187674,6.01569385268,1199.63681206,0,4,1,1,0,0,0,0,1,0,0
436,44,68,28,202,108768,57,62,0.762978430716,0.306073458935,3.6119396486900004,3.3705065355299997,10.6005015388,3,7.333333333330001,1022.33333333,3525,3115,131,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,1,1,1,0,1,0,0,0,1,0,0
447,28,235,26,108,21,193,0,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.35184014387100004,0,0.0,0.0,15002,1945,670,98.5074168407,20.957708926,25.6464141098,0.83950890846,23.351462408200003,350,83.40395480229999,3133.56214689,0,1,0,0,1,0,0,1,0,0,0
450,3,237,1,820,79727,555,3913,85.0553351926,40.944029799,2.83608245894,0.10050335853499999,2.8089552019300004,371,201.39627659599998,4886.99734043,2964,1074,227,2.18318230808,0.766326554087,1.5425419963100002,0.10050335853499999,1.31062231113,7,119.714285714,39101.4285714,1,38,38,0,0,1,0,0,0,1,0
451,34,151,44,68,3525,3115,131,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,3081505,119234,316,19.1730199185,9.94951080322,0.10050335853499999,0.10050335853499999,0.10050335853499999,66,55.641791044799994,17588.0597015,0,1,1,0,1,0,0,0,1,0,0
463,43,177,31,192,3893,1059,168,3.26047330814,1.051286304,1.10082376417,0.10050335853499999,1.10082376417,15,95.8,2188.73333333,708,631,26,18.7767030699,5.99968059257,7.747919475569999,4.967946648,10.6918784986,52,33.2075471698,876.4339622639999,1,1,0,0,1,0,0,1,0,0,0
464,34,151,29,59,1259676,337,6109,908.649321529,211.33367097,12.021781221400001,7.5656429402,12.7923814521,3366,10.0486660803,1326.84286133,3081505,119234,316,19.1730199185,9.94951080322,0.10050335853499999,0.10050335853499999,0.10050335853499999,66,55.641791044799994,17588.0597015,1,0,1,1,0,0,0,0,1,0,0
