,B_interactions_count,B_unique_id,A_interactions_count,A_unique_id,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3,Choice,A_community,B_community,A_L_community,A_M_community,A_S_community,A_XS_community,B_L_community,B_M_community,B_S_community,B_XS_community
334,5,197,9,317,1780218,2,42873,1876.31019123,1294.35747311,2.59369129475,1.8034653736400001,4.84031726425,5373,67.329281768,3894.4985266999997,6499799,899,8841,5568.42989585,1625.21049665,0.10050335853499999,0.10050335853499999,0.854513714544,20223,9.164157071150001,2100.28260014,1,7,7,0,1,0,0,0,1,0,0
359,8,205,10,165,1257,318,67,12.127098736199999,3.97380327177,1.7961257947999998,0.10050335853499999,1.7961257947999998,52,591.811320755,8903.66037736,805,589,26,7.7559294769800005,1.87391771562,3.13420307907,0.367462556237,1.84368200433,29,94.0689655172,1810.55172414,0,1,1,0,1,0,0,0,1,0,0
361,3,206,4,398,3042715,3811,32579,1951.52822645,890.613211633,1.3725736842200005,0.10050335853499999,2.88107706749,7855,33.0857468066,2423.98912356,5694566,389,80794,2435.21624762,186.749343094,0.10050335853499999,0.10050335853499999,0.606481338266,9162,123.101232966,8112.89271036,1,7,7,0,1,0,0,0,1,0,0
422,4,226,4,679,1891961,302,56637,1595.79523221,808.3039285230002,2.4765417522099997,1.0518461562,7.4628849399399995,5950,66.6419098143,2917.68252653,6839015,968,47559,3488.25146245,566.630976996,21.5080088919,5.66092695152,15.68925138,14107,41.6713914813,5188.99270227,1,7,7,0,1,0,0,0,1,0,0
436,44,68,28,202,108768,57,62,0.762978430716,0.306073458935,3.6119396486900004,3.3705065355299997,10.6005015388,3,7.333333333330001,1022.33333333,3525,3115,131,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,1,1,1,0,1,0,0,0,1,0,0
451,34,151,44,68,3525,3115,131,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,3081505,119234,316,19.1730199185,9.94951080322,0.10050335853499999,0.10050335853499999,0.10050335853499999,66,55.641791044799994,17588.0597015,0,1,1,0,1,0,0,0,1,0,0
513,8,250,1,821,6777,344,315,1.9240426333099998,0.588641207545,2.06205255317,1.07626390763,1.3301394483700002,7,58.25,1299.5,5629637,51683,54624,4894.901216300002,2375.07856014,5.949829394269999,0.862666017566,6.8394630118499995,20125,17.2368421053,1353.64647653,0,7,7,0,1,0,0,0,1,0,0
522,10,116,10,165,1257,318,67,12.127098736199999,3.97380327177,1.7961257947999998,0.10050335853499999,1.7961257947999998,52,591.811320755,8903.66037736,100,201,7,0.35184014387100004,0.10050335853499999,0.35184014387100004,0.10050335853499999,0.35184014387100004,1,29.0,469.0,0,1,1,0,1,0,0,0,1,0,0
664,39,23,38,97,119001,119704,2266,63.6032615837,17.010681516,11.232851900899998,0.10050335853499999,6.62889672446,206,167.913043478,6161.917874399999,158467,154157,1590,299.60787906,80.1902863889,0.10050335853499999,0.10050335853499999,0.10050335853499999,791,122.25280199299999,11514.8119552,1,1,1,0,1,0,0,0,1,0,0
696,5,288,5,282,948551,75,4994,5738.81759374,3738.22521768,15.7845956254,3.5944744739099996,32.2224096489,20589,12.6059559776,1276.81225723,181963,208,1691,448.576177818,94.95039974049999,2.0943309954799996,0.35694329868,2.09679333178,1541,92.7926356589,9996.16343669,1,7,7,0,1,0,0,0,1,0,0
728,10,116,1,840,926,164,64,0.359533601106,0.10050335853499999,0.35184014387100004,0.10050335853499999,0.35184014387100004,1,32.0,681.0,100,201,7,0.35184014387100004,0.10050335853499999,0.35184014387100004,0.10050335853499999,0.35184014387100004,1,29.0,469.0,1,1,1,0,1,0,0,0,1,0,0
781,39,281,7,175,591,401,16,3.05168166273,1.26297246306,1.13206858891,0.10050335853499999,1.11987376563,12,107.166666667,14013.416666699999,725,645,44,4.10829871077,0.709693061502,1.56890938185,0.834706370192,1.83266497678,15,128.8,2381.46666667,0,1,1,0,1,0,0,0,1,0,0
784,34,0,39,245,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.10050335853499999,12.6428812457,890,294.170731707,8733.9767184,34463,29808,1689,15.4304976173,3.9840288048900003,8.204331198450001,0.332423043719,6.988814956789999,66,75.5303030303,1916.89393939,1,1,1,0,1,0,0,0,1,0,0
786,10,116,11,447,3524,1881,14,0.957114177058,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,4,85.0,1942.75,100,201,7,0.35184014387100004,0.10050335853499999,0.35184014387100004,0.10050335853499999,0.35184014387100004,1,29.0,469.0,1,1,1,0,1,0,0,0,1,0,0
790,34,156,44,68,3525,3115,131,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,1140,927,69,0.577496611666,0.10050335853499999,0.341936471695,0.10050335853499999,0.341936471695,2,14.5,1206.5,0,1,1,0,1,0,0,0,1,0,0
825,9,317,3,589,1271386,7081,9041,847.474867563,178.781710136,2.27406036057,0.10050335853499999,1.30552262313,3063,37.8702860858,4686.50650195,1780218,2,42873,1876.31019123,1294.35747311,2.59369129475,1.8034653736400001,4.84031726425,5373,67.329281768,3894.4985266999997,0,7,7,0,1,0,0,0,1,0,0
828,4,318,1,848,1981,569,72,1.15835249306,0.341936471695,0.33713195274400004,0.33713195274400004,0.33713195274400004,5,7.8,496.2,561,477,39,4.0922921005,0.804952341821,1.65230436544,0.6134091418500001,2.14851365635,15,187.6,2984.6,0,1,1,0,1,0,0,0,1,0,0
880,7,325,7,175,591,401,16,3.05168166273,1.26297246306,1.13206858891,0.10050335853499999,1.11987376563,12,107.166666667,14013.416666699999,1268,933,48,3.31007533733,0.9337591884469999,1.054823201,0.10050335853499999,1.8068225365400001,14,181.133333333,2256.4,0,1,1,0,1,0,0,0,1,0,0
887,8,326,5,344,352126,499,4428,476.925046137,201.19920615,6.7102808036,0.10050335853499999,7.97454850173,1881,54.199580932399996,4991.58983761,3171023,5171,31522,1111.08266816,405.552681196,4.85048632535,0.10050335853499999,4.40149608514,4951,19.441874028,2256.54024106,0,7,7,0,1,0,0,0,1,0,0
921,5,334,5,344,352126,499,4428,476.925046137,201.19920615,6.7102808036,0.10050335853499999,7.97454850173,1881,54.199580932399996,4991.58983761,1612720,285,13630,684.100935994,93.6213603611,0.10050335853499999,0.10050335853499999,0.10050335853499999,2638,66.5844009043,3358.48455162,1,7,7,0,1,0,0,0,1,0,0
923,34,156,38,97,119001,119704,2266,63.6032615837,17.010681516,11.232851900899998,0.10050335853499999,6.62889672446,206,167.913043478,6161.917874399999,1140,927,69,0.577496611666,0.10050335853499999,0.341936471695,0.10050335853499999,0.341936471695,2,14.5,1206.5,1,1,1,0,1,0,0,0,1,0,0
958,32,233,34,53,3638,3341,85,2.7935772010699997,1.40270262958,2.5940892676900003,0.5981501935010001,3.80214341589,11,9.416666666669999,489.08333333300004,5922518,483,7594,65758.403536,32054.0555967,1.61241011026,0.10050335853499999,2.63160675438,187674,6.01569385268,1199.63681206,0,1,1,0,1,0,0,0,1,0,0
988,28,67,34,53,3638,3341,85,2.7935772010699997,1.40270262958,2.5940892676900003,0.5981501935010001,3.80214341589,11,9.416666666669999,489.08333333300004,48777,858,1236,247.238745401,74.1034922474,3.0316956547900005,1.81674611367,21.1756960799,997,32.902777777800004,1871.07142857,0,1,1,0,1,0,0,0,1,0,0
1007,5,344,1,18,35420121,136440,243073,33169.806819,6627.82220971,0.10050335853499999,0.10050335853499999,0.10050335853499999,54819,17.6760845853,2006.1760494000002,352126,499,4428,476.925046137,201.19920615,6.7102808036,0.10050335853499999,7.97454850173,1881,54.199580932399996,4991.58983761,1,7,7,0,1,0,0,0,1,0,0
1019,6,346,4,562,6085071,67,30758,10357.2451628,5215.95304747,0.10050335853499999,0.10050335853499999,0.10050335853499999,32871,10.018526278,930.1526996289999,2208080,240,39725,1404.43630441,431.10394468,2.59674867699,0.10050335853499999,5.55949044865,5748,75.8785529716,2812.66856158,0,7,7,0,1,0,0,0,1,0,0
1093,9,317,4,679,1891961,302,56637,1595.79523221,808.3039285230002,2.4765417522099997,1.0518461562,7.4628849399399995,5950,66.6419098143,2917.68252653,1780218,2,42873,1876.31019123,1294.35747311,2.59369129475,1.8034653736400001,4.84031726425,5373,67.329281768,3894.4985266999997,1,7,7,0,1,0,0,0,1,0,0
1098,39,245,32,233,5922518,483,7594,65758.403536,32054.0555967,1.61241011026,0.10050335853499999,2.63160675438,187674,6.01569385268,1199.63681206,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.10050335853499999,12.6428812457,890,294.170731707,8733.9767184,1,1,1,0,1,0,0,0,1,0,0
1102,2,357,1,871,44877,678,2289,275.577734723,177.04832002700005,6.78589406388,0.84979013175,9.82633222875,1035,54.2662835249,1410.49712644,19209,824,871,66.4753814755,9.17710465637,0.10050335853499999,0.10050335853499999,0.10050335853499999,255,230.992156863,9439.76862745,0,1,1,0,1,0,0,0,1,0,0
1103,5,344,8,326,3171023,5171,31522,1111.08266816,405.552681196,4.85048632535,0.10050335853499999,4.40149608514,4951,19.441874028,2256.54024106,352126,499,4428,476.925046137,201.19920615,6.7102808036,0.10050335853499999,7.97454850173,1881,54.199580932399996,4991.58983761,1,7,7,0,1,0,0,0,1,0,0
1126,9,317,6,346,2208080,240,39725,1404.43630441,431.10394468,2.59674867699,0.10050335853499999,5.55949044865,5748,75.8785529716,2812.66856158,1780218,2,42873,1876.31019123,1294.35747311,2.59369129475,1.8034653736400001,4.84031726425,5373,67.329281768,3894.4985266999997,0,7,7,0,1,0,0,0,1,0,0
1127,31,192,38,97,119001,119704,2266,63.6032615837,17.010681516,11.232851900899998,0.10050335853499999,6.62889672446,206,167.913043478,6161.917874399999,3893,1059,168,3.26047330814,1.051286304,1.10082376417,0.10050335853499999,1.10082376417,15,95.8,2188.73333333,0,1,1,0,1,0,0,0,1,0,0
1213,3,367,2,877,4901,1313,215,14.8206194573,2.61160130778,0.89337217571,0.10050335853499999,0.626439673928,63,54.53125,1619.140625,6029,3353,297,19.6604471469,7.21535721748,7.034633095569999,0.354378899279,10.3401077893,55,64.649122807,2148.42105263,1,7,7,0,1,0,0,0,1,0,0
1214,39,281,31,192,3893,1059,168,3.26047330814,1.051286304,1.10082376417,0.10050335853499999,1.10082376417,15,95.8,2188.73333333,725,645,44,4.10829871077,0.709693061502,1.56890938185,0.834706370192,1.83266497678,15,128.8,2381.46666667,0,1,1,0,1,0,0,0,1,0,0
1268,26,108,28,67,48777,858,1236,247.238745401,74.1034922474,3.0316956547900005,1.81674611367,21.1756960799,997,32.902777777800004,1871.07142857,21,193,0,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.35184014387100004,0,0.0,0.0,1,1,1,0,1,0,0,0,1,0,0
1278,8,250,4,679,1891961,302,56637,1595.79523221,808.3039285230002,2.4765417522099997,1.0518461562,7.4628849399399995,5950,66.6419098143,2917.68252653,5629637,51683,54624,4894.901216300002,2375.07856014,5.949829394269999,0.862666017566,6.8394630118499995,20125,17.2368421053,1353.64647653,0,7,7,0,1,0,0,0,1,0,0
1288,32,233,5,574,2632007,5,37841,557.7292406319999,195.41768999599998,0.10050335853499999,0.10050335853499999,0.10050335853499999,2391,62.3338802297,3537.85931091,5922518,483,7594,65758.403536,32054.0555967,1.61241011026,0.10050335853499999,2.63160675438,187674,6.01569385268,1199.63681206,0,7,1,0,1,0,0,0,1,0,0
1297,1,377,4,456,2045,2141,130,1.8334189963599998,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.354378899279,7,135.285714286,2754.28571429,2062,650,269,5.81398787552,0.857608790377,1.29665406177,0.10050335853499999,1.7876039895200002,20,68.85,2221.35,0,7,7,0,1,0,0,0,1,0,0
1306,8,205,10,116,100,201,7,0.35184014387100004,0.10050335853499999,0.35184014387100004,0.10050335853499999,0.35184014387100004,1,29.0,469.0,805,589,26,7.7559294769800005,1.87391771562,3.13420307907,0.367462556237,1.84368200433,29,94.0689655172,1810.55172414,0,1,1,0,1,0,0,0,1,0,0
1355,6,383,8,322,3742349,58111,29109,1337.14689048,275.658602722,8.41601221535,1.55952189384,4.2960589952599975,3682,43.9570585078,5128.20236178,6375552,813,13024,12873.6009322,4515.51517633,1.03520996852,0.10050335853499999,2.03903709968,28917,9.79993143641,1988.04748029,1,7,7,0,1,0,0,0,1,0,0
1359,31,192,34,156,1140,927,69,0.577496611666,0.10050335853499999,0.341936471695,0.10050335853499999,0.341936471695,2,14.5,1206.5,3893,1059,168,3.26047330814,1.051286304,1.10082376417,0.10050335853499999,1.10082376417,15,95.8,2188.73333333,0,1,1,0,1,0,0,0,1,0,0
1362,39,245,41,52,220242,357,1062,452.547280711,140.0075344,13.439022061,3.04369326436,13.647982006600001,1796,13.6619178082,1375.80767123,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.10050335853499999,12.6428812457,890,294.170731707,8733.9767184,1,1,1,0,1,0,0,0,1,0,0
1379,39,245,34,151,3081505,119234,316,19.1730199185,9.94951080322,0.10050335853499999,0.10050335853499999,0.10050335853499999,66,55.641791044799994,17588.0597015,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.10050335853499999,12.6428812457,890,294.170731707,8733.9767184,1,1,1,0,1,0,0,0,1,0,0
1389,6,391,1,890,667,50,31,0.560288084297,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.596412376469,2,61.5,1013.5,583476,13020,13349,5679.00389724,59.4989889042,2.6945728042400003,0.10050335853499999,1.37791259595,8003,83.6537041595,4997.22532611,1,1,1,0,1,0,0,0,1,0,0
1406,41,52,44,68,3525,3115,131,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,220242,357,1062,452.547280711,140.0075344,13.439022061,3.04369326436,13.647982006600001,1796,13.6619178082,1375.80767123,0,1,1,0,1,0,0,0,1,0,0
1420,1,394,3,893,5502,688,286,20.679215410999998,7.731097940810001,5.23337696437,1.6134043381299998,5.22470256888,87,151.25287356299998,3420.40229885,9504,2170,212,1.0135000828299998,0.541609984506,0.10050335853499999,0.10050335853499999,0.10050335853499999,3,92.6666666667,4235.66666667,1,7,7,0,1,0,0,0,1,0,0
1460,39,281,28,202,108768,57,62,0.762978430716,0.306073458935,3.6119396486900004,3.3705065355299997,10.6005015388,3,7.333333333330001,1022.33333333,725,645,44,4.10829871077,0.709693061502,1.56890938185,0.834706370192,1.83266497678,15,128.8,2381.46666667,0,1,1,0,1,0,0,0,1,0,0
1467,4,398,6,477,1424824,338,6096,462.507298936,135.30412199399998,0.334765666801,0.334765666801,0.334765666801,1732,43.962307253,5992.77898344,3042715,3811,32579,1951.52822645,890.613211633,1.3725736842200005,0.10050335853499999,2.88107706749,7855,33.0857468066,2423.98912356,0,7,7,0,1,0,0,0,1,0,0
1491,5,197,8,322,3742349,58111,29109,1337.14689048,275.658602722,8.41601221535,1.55952189384,4.2960589952599975,3682,43.9570585078,5128.20236178,6499799,899,8841,5568.42989585,1625.21049665,0.10050335853499999,0.10050335853499999,0.854513714544,20223,9.164157071150001,2100.28260014,1,7,7,0,1,0,0,0,1,0,0
1554,1,409,10,116,100,201,7,0.35184014387100004,0.10050335853499999,0.35184014387100004,0.10050335853499999,0.35184014387100004,1,29.0,469.0,425,528,6,2.66394482167,0.48287574124899996,3.0209241193700005,0.591007493487,1.81098010224,9,12.5555555556,1653.33333333,1,1,1,0,1,0,0,0,1,0,0
1594,6,383,8,560,2307845,329,12580,530.084862239,189.947738868,4.8277204846599995,0.10050335853499999,3.13044656228,2164,80.9147675479,9278.51230629,6375552,813,13024,12873.6009322,4515.51517633,1.03520996852,0.10050335853499999,2.03903709968,28917,9.79993143641,1988.04748029,1,7,7,0,1,0,0,0,1,0,0
1633,34,151,29,86,65264,956,2672,226.76354990599998,72.1454053207,3.78166453239,2.0479372421599997,3.0637191964999997,887,68.7081930415,1766.30751964,3081505,119234,316,19.1730199185,9.94951080322,0.10050335853499999,0.10050335853499999,0.10050335853499999,66,55.641791044799994,17588.0597015,1,1,1,0,1,0,0,0,1,0,0
1664,1,417,3,206,5694566,389,80794,2435.21624762,186.749343094,0.10050335853499999,0.10050335853499999,0.606481338266,9162,123.101232966,8112.89271036,303,344,16,0.290192078012,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,101.0,1762.0,0,7,7,0,1,0,0,0,1,0,0
1665,38,97,32,233,5922518,483,7594,65758.403536,32054.0555967,1.61241011026,0.10050335853499999,2.63160675438,187674,6.01569385268,1199.63681206,119001,119704,2266,63.6032615837,17.010681516,11.232851900899998,0.10050335853499999,6.62889672446,206,167.913043478,6161.917874399999,1,1,1,0,1,0,0,0,1,0,0
1679,4,270,7,175,591,401,16,3.05168166273,1.26297246306,1.13206858891,0.10050335853499999,1.11987376563,12,107.166666667,14013.416666699999,187,751,2,2.59096857076,0.279091522488,2.0276285503400002,0.332423043719,1.0652372659799998,11,17.0,345.09090909099996,1,1,1,0,1,0,0,0,1,0,0
1690,8,326,5,282,948551,75,4994,5738.81759374,3738.22521768,15.7845956254,3.5944744739099996,32.2224096489,20589,12.6059559776,1276.81225723,3171023,5171,31522,1111.08266816,405.552681196,4.85048632535,0.10050335853499999,4.40149608514,4951,19.441874028,2256.54024106,0,7,7,0,1,0,0,0,1,0,0
1725,7,325,10,116,100,201,7,0.35184014387100004,0.10050335853499999,0.35184014387100004,0.10050335853499999,0.35184014387100004,1,29.0,469.0,1268,933,48,3.31007533733,0.9337591884469999,1.054823201,0.10050335853499999,1.8068225365400001,14,181.133333333,2256.4,1,1,1,0,1,0,0,0,1,0,0
1819,29,86,39,23,158467,154157,1590,299.60787906,80.1902863889,0.10050335853499999,0.10050335853499999,0.10050335853499999,791,122.25280199299999,11514.8119552,65264,956,2672,226.76354990599998,72.1454053207,3.78166453239,2.0479372421599997,3.0637191964999997,887,68.7081930415,1766.30751964,0,1,1,0,1,0,0,0,1,0,0
1850,7,175,11,447,3524,1881,14,0.957114177058,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,4,85.0,1942.75,591,401,16,3.05168166273,1.26297246306,1.13206858891,0.10050335853499999,1.11987376563,12,107.166666667,14013.416666699999,0,1,1,0,1,0,0,0,1,0,0
1907,33,65,39,281,725,645,44,4.10829871077,0.709693061502,1.56890938185,0.834706370192,1.83266497678,15,128.8,2381.46666667,5941,1615,278,39.5895711782,3.8664530784199993,1.51595307118,0.10050335853499999,1.28169076292,116,63.9915254237,2503.94915254,1,1,1,0,1,0,0,0,1,0,0
1915,1,448,3,726,2517,594,95,3.68772031105,0.280895443336,1.3987111726299999,0.10050335853499999,1.13706446296,15,311.2,11618.266666700001,662,997,8,0.593198607493,0.10050335853499999,1.0688445130600002,0.10050335853499999,3.2981120285400003,2,599.5,10601.0,1,7,7,0,1,0,0,0,1,0,0
1919,9,317,1,933,2289,2,99,0.32553479714899997,0.32553479714899997,0.10050335853499999,0.10050335853499999,2.77712646975,1,0.0,30.0,1780218,2,42873,1876.31019123,1294.35747311,2.59369129475,1.8034653736400001,4.84031726425,5373,67.329281768,3894.4985266999997,0,7,7,0,1,0,0,0,1,0,0
1936,6,391,1,937,91,170,5,0.316667660592,0.10050335853499999,0.605766716163,0.605766716163,0.605766716163,1,1.0,199.0,583476,13020,13349,5679.00389724,59.4989889042,2.6945728042400003,0.10050335853499999,1.37791259595,8003,83.6537041595,4997.22532611,0,1,1,0,1,0,0,0,1,0,0
1940,34,156,29,86,65264,956,2672,226.76354990599998,72.1454053207,3.78166453239,2.0479372421599997,3.0637191964999997,887,68.7081930415,1766.30751964,1140,927,69,0.577496611666,0.10050335853499999,0.341936471695,0.10050335853499999,0.341936471695,2,14.5,1206.5,1,1,1,0,1,0,0,0,1,0,0
1975,1,455,10,165,1257,318,67,12.127098736199999,3.97380327177,1.7961257947999998,0.10050335853499999,1.7961257947999998,52,591.811320755,8903.66037736,1851,108,81,6.484266638029999,0.492461591729,1.39363681754,0.10050335853499999,1.12667761984,28,85.7857142857,1343.03571429,1,1,1,0,1,0,0,0,1,0,0
1977,4,456,1,941,107,96,3,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.334765666801,0,0.0,0.0,2045,2141,130,1.8334189963599998,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.354378899279,7,135.285714286,2754.28571429,1,7,7,0,1,0,0,0,1,0,0
2023,8,322,6,477,1424824,338,6096,462.507298936,135.30412199399998,0.334765666801,0.334765666801,0.334765666801,1732,43.962307253,5992.77898344,3742349,58111,29109,1337.14689048,275.658602722,8.41601221535,1.55952189384,4.2960589952599975,3682,43.9570585078,5128.20236178,0,7,7,0,1,0,0,0,1,0,0
2087,32,233,5,344,352126,499,4428,476.925046137,201.19920615,6.7102808036,0.10050335853499999,7.97454850173,1881,54.199580932399996,4991.58983761,5922518,483,7594,65758.403536,32054.0555967,1.61241011026,0.10050335853499999,2.63160675438,187674,6.01569385268,1199.63681206,1,7,1,0,1,0,0,0,1,0,0
2133,28,67,41,52,220242,357,1062,452.547280711,140.0075344,13.439022061,3.04369326436,13.647982006600001,1796,13.6619178082,1375.80767123,48777,858,1236,247.238745401,74.1034922474,3.0316956547900005,1.81674611367,21.1756960799,997,32.902777777800004,1871.07142857,0,1,1,0,1,0,0,0,1,0,0
2153,33,65,34,151,3081505,119234,316,19.1730199185,9.94951080322,0.10050335853499999,0.10050335853499999,0.10050335853499999,66,55.641791044799994,17588.0597015,5941,1615,278,39.5895711782,3.8664530784199993,1.51595307118,0.10050335853499999,1.28169076292,116,63.9915254237,2503.94915254,0,1,1,0,1,0,0,0,1,0,0
2163,6,477,7,624,8048101,1,85858,2519.91577878,1530.02978926,0.10050335853499999,0.10050335853499999,0.332423043719,10885,21.611530417399997,3607.91997818,1424824,338,6096,462.507298936,135.30412199399998,0.334765666801,0.334765666801,0.334765666801,1732,43.962307253,5992.77898344,0,7,7,0,1,0,0,0,1,0,0
2196,1,478,8,205,805,589,26,7.7559294769800005,1.87391771562,3.13420307907,0.367462556237,1.84368200433,29,94.0689655172,1810.55172414,136906,461,1951,201.282679737,40.4689261271,12.8926851652,1.09153655454,6.0732773263699995,643,38.1907692308,3327.58461538,0,1,1,0,1,0,0,0,1,0,0
2205,2,479,2,564,126,115,3,0.528703237581,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,8.0,186.0,4308,494,105,38.5452432526,9.64488306844,14.6242718034,1.9087694183300001,11.8346098544,128,67.0534351145,4674.0610687,0,7,7,0,1,0,0,0,1,0,0
2212,8,205,2,357,19209,824,871,66.4753814755,9.17710465637,0.10050335853499999,0.10050335853499999,0.10050335853499999,255,230.992156863,9439.76862745,805,589,26,7.7559294769800005,1.87391771562,3.13420307907,0.367462556237,1.84368200433,29,94.0689655172,1810.55172414,1,1,1,0,1,0,0,0,1,0,0
2356,44,68,34,156,1140,927,69,0.577496611666,0.10050335853499999,0.341936471695,0.10050335853499999,0.341936471695,2,14.5,1206.5,3525,3115,131,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,1,1,1,0,1,0,0,0,1,0,0
2358,5,288,7,746,1796718,284,14765,2149.65260351,140.393090952,1.0890045261799999,0.10050335853499999,2.3114954551199998,6986,44.927216086099996,2155.68819031,181963,208,1691,448.576177818,94.95039974049999,2.0943309954799996,0.35694329868,2.09679333178,1541,92.7926356589,9996.16343669,1,7,7,0,1,0,0,0,1,0,0
2365,5,182,7,746,1796718,284,14765,2149.65260351,140.393090952,1.0890045261799999,0.10050335853499999,2.3114954551199998,6986,44.927216086099996,2155.68819031,2662235,824,74528,4477.89835361,1748.8717325999999,16.424706171700002,0.10050335853499999,16.671041355,14301,57.81867108260001,2274.40184917,0,7,7,0,1,0,0,0,1,0,0
