,B_interactions_count,B_unique_id,A_interactions_count,A_unique_id,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3,Choice,A_community,B_community,A_L_community,A_M_community,A_S_community,A_XS_community,B_L_community,B_M_community,B_S_community,B_XS_community
705,1,291,1,836,748,175,40,2.23897147495,1.6014575331999998,0.583467136052,0.10050335853499999,1.58883966495,8,38.75,1171.0,103,170,0,1.19776960221,0.10050335853499999,0.8372451256,0.354378899279,0.8372451256,3,2.33333333333,174.66666666700004,1,57,57,0,0,0,1,0,0,0,1
709,1,292,1,837,686,1560,30,2.04907104258,0.339522140564,2.26481574833,0.349326776018,1.79597477593,9,19.7777777778,887.111111111,435,724,29,1.4255692319100002,0.10050335853499999,0.354378899279,0.10050335853499999,0.593397681308,5,63.8,912.4,0,58,58,0,0,0,1,0,0,0,1
720,1,295,1,839,22153,196,1632,9.47652173868,2.0647927645200004,1.0869165114200001,0.10050335853499999,1.84716825996,38,196.948717949,3749.58974359,1511101,72,30504,436.465782588,113.004228196,0.10050335853499999,0.10050335853499999,0.10050335853499999,1833,72.9202387412,5290.36299512,0,59,59,0,0,0,1,0,0,0,1
773,1,308,1,842,41797,37528,1662,2.78749074822,1.5636713721899995,0.10050335853499999,0.10050335853499999,0.10050335853499999,13,579.230769231,144651.461538,2951,706,78,27.1804652985,4.80237676138,5.0851633210500005,0.10050335853499999,6.3679049469,90,84.2,2030.1,0,63,63,0,0,0,1,0,0,0,1
779,1,310,1,844,103,80,6,0.359533601106,0.359533601106,1.55885691076,0.5858083031710001,0.829680134646,1,15.0,434.0,1542,832,176,0.9691527362639999,0.560457698076,0.10050335853499999,0.10050335853499999,0.35694329868,4,100.25,2250.75,0,65,65,0,0,0,1,0,0,0,1
789,1,312,1,845,7464,1290,535,30.986481751,11.4220256035,2.36870915787,0.359533601106,2.12247604281,137,84.3098591549,1622.40140845,1137,270,76,1.04667267075,0.855067903602,0.362150068203,0.10050335853499999,0.362150068203,5,5.0,319.4,1,66,66,0,0,0,1,0,0,0,1
799,1,314,1,847,617652,1317,20068,453.288194241,235.988799207,0.608254440023,0.354378899279,6.71288057444,1740,40.0499432463,1844.86379115,199,151,6,10.0516567513,1.41555052533,5.702836143330001,0.10050335853499999,10.6388134421,24,27.96,496.68,1,68,68,0,0,0,1,0,0,0,1
840,1,320,1,850,41099,305,1256,13.2805945732,1.26913776186,1.09579702847,0.349326776018,0.349326776018,56,287.607142857,15187.0357143,3531,293,185,9.004913576889997,3.3003572678099995,0.808022855218,0.10050335853499999,0.808022855218,39,215.615384615,3602.43589744,0,70,70,0,0,0,1,0,0,0,1
845,1,321,1,851,9426,6998,420,4.52011255029,1.7197641650599995,0.810389141161,0.10050335853499999,0.33713195274400004,22,198.272727273,4724.86363636,337,299,0,3.9647819049699997,1.2919764766700002,3.97843503317,0.34437519001,2.5586634679199998,14,0.14285714285700002,146.785714286,1,71,71,0,0,0,1,0,0,0,1
867,1,324,1,853,1683,274,121,3.0883996240499996,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,14,69.5,1677.85714286,1853,604,78,27.855109688200002,5.86333555806,26.9390473721,8.47531932238,23.936305284099998,91,75.0549450549,2016.92307692,0,72,72,0,0,0,1,0,0,0,1
901,1,330,1,855,584,263,44,1.30860104714,1.12268713318,0.10050335853499999,0.10050335853499999,0.367462556237,4,5.25,139.25,1126,122,111,0.847298866046,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,3,3.33333333333,175.66666666700004,0,74,74,0,0,0,1,0,0,0,1
909,1,331,1,856,680,528,43,6.33648788159,0.10050335853499999,1.3225485697,0.10050335853499999,1.5568108779700005,22,44.863636363599994,1116.09090909,543,276,28,4.266481539619998,0.699435391618,0.10050335853499999,0.10050335853499999,0.10050335853499999,12,1861.58333333,75526.0833333,1,75,75,0,0,0,1,0,0,0,1
913,1,332,1,857,605,606,15,0.10050335853499999,0.10050335853499999,1.5371762196599998,0.10050335853499999,1.30054762545,0,0.0,0.0,102,89,8,0.36479296425999996,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,0.0,446.0,1,76,76,0,0,0,1,0,0,0,1
941,1,336,1,858,2275,524,175,30.4768855201,7.8218810449800005,13.824324734200001,5.07148194685,19.766307455699998,115,107.06837606799999,2015.43589744,7039,5037,242,7.01737916253,0.9176320630399999,1.1034135511299998,0.349326776018,1.35985349127,32,212.3125,8440.4375,1,77,77,0,0,0,1,0,0,0,1
979,1,342,1,861,581,203,51,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,4997,1413,235,63.8955591814,4.26774114098,11.8934491227,1.59659020194,12.595849016199999,237,51.6540084388,1577.78059072,0,80,80,0,0,0,1,0,0,0,1
995,1,343,1,862,1590,178,69,8.834463979339997,0.531104897549,0.608254440023,0.10050335853499999,0.608254440023,35,43.6,1169.97142857,2568,584,107,7.93236698762,2.56095121645,3.87958105776,0.349326776018,2.11953155593,33,441.09090909099996,11917.242424200002,1,81,81,0,0,0,1,0,0,0,1
1039,1,349,1,865,5999,4639,341,9.70979890242,0.321056671521,1.5131760659600002,0.57139426101,1.0422851634799999,32,91.40625,38416.34375,3434,1166,171,16.8555053872,7.09934115015,3.3894363831,0.581003784219,3.11504253085,71,102.197183099,2077.84507042,1,85,85,0,0,0,1,0,0,0,1
1055,1,351,1,866,1178,338,51,2.3787590446599998,0.10050335853499999,0.817559704621,0.10050335853499999,0.339522140564,9,407.8,8975.7,784,719,47,1.13779068185,0.10050335853499999,0.35694329868,0.10050335853499999,0.8724134813969999,5,11.6,297.8,1,86,86,0,0,0,1,0,0,0,1
1060,1,352,1,867,2229,691,60,0.8466032869869999,0.483887090714,0.5981501935010001,0.349326776018,0.349326776018,4,33.5,609.75,936,671,42,0.727637936839,0.310247364657,0.10050335853499999,0.10050335853499999,0.10050335853499999,2,67.0,1795.5,0,87,87,0,0,0,1,0,0,0,1
1061,1,353,1,868,50176,7703,4510,60.6176127891,18.193598260199998,1.9436916579099999,0.10050335853499999,1.1042043233,214,101.41552511399999,1639.23744292,2360,1898,127,6.061038302490001,1.7636757061300001,10.083056408300001,1.63506454419,9.059677935189999,23,37.2173913043,1084.56521739,0,88,88,0,0,0,1,0,0,0,1
1157,1,360,1,872,1766,788,73,1.2023484310600001,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,5,238.4,2977.2,1993,1384,73,5.16646299944,0.578540922593,0.33713195274400004,0.33713195274400004,1.0871768762,12,57.3076923077,1445.84615385,1,90,90,0,0,0,1,0,0,0,1
1226,1,370,1,879,758,694,3,3.0572052392400004,0.279091522488,1.3546993049200002,0.849486978838,1.59613241808,10,139.5,2805.4,637,602,50,1.0994236673,0.10050335853499999,0.613383238826,0.10050335853499999,0.6108188394240001,4,8.25,782.75,1,95,95,0,0,0,1,0,0,0,1
1230,1,371,1,880,337,226,23,0.566732441075,0.33713195274400004,0.803290283334,0.5690279750680001,0.803290283334,2,29.5,597.5,963,437,59,4.97569221661,2.17012060756,1.51800400634,0.339522140564,2.5063570512799997,22,355.318181818,11665.1363636,0,96,96,0,0,0,1,0,0,0,1
1243,1,373,1,882,10811,3533,698,45.6411773354,16.9132878137,17.3333785942,0.8056802321359999,13.465343698599998,185,132.340540541,3301.26486486,901,789,15,0.334765666801,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,4.0,76.0,1,98,98,0,0,0,1,0,0,0,1
1247,1,374,1,883,20384,896,1288,39.2841215217,12.7101773042,1.5862757758700001,0.600663561355,1.5718854114200005,164,103.47305389200001,6993.96407186,381077,18,7954,475.292863656,133.193470735,8.13034322855,3.86659987606,11.108705122,1656,22.3569711538,1063.12379808,0,99,99,0,0,0,1,0,0,0,1
1309,1,379,1,886,26602,23861,2009,41.4985382203,18.1375341094,1.8684753211400005,1.11423646176,5.51867136395,142,100.29577464799999,2216.53521127,68574,917,3028,37.9602200725,17.7370423914,2.08230974734,0.6134091418500001,2.5435662589700003,156,223.025157233,4880.53459119,0,102,102,0,0,0,1,0,0,0,1
1311,1,381,1,887,1021,187,33,19.6596183427,0.785416543834,0.825097332288,0.33713195274400004,0.834803921388,61,47.0967741935,1426.64516129,1211,409,89,0.984148446262,0.359533601106,0.10050335853499999,0.10050335853499999,0.359533601106,4,209.75,3589.0,1,103,103,0,0,0,1,0,0,0,1
1440,1,396,1,894,6035,459,150,12.289827146099999,1.83681140142,4.38430226078,1.86169078072,3.8213037464199995,38,203.815789474,5936.52631579,564,616,19,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.34437519001,0,0.0,0.0,1,107,107,0,0,0,1,0,0,0,1
1487,1,401,1,897,16,37,0,0.288295190817,0.270338925484,0.10050335853499999,0.10050335853499999,0.10050335853499999,2,56.0,1298.0,4308,791,162,37.9367162403,7.420561030139999,7.11472370337,1.09370945293,7.590371079610001,150,57.2222222222,2291.23529412,1,108,108,0,0,0,1,0,0,0,1
1489,1,402,1,898,1891,510,108,0.327807841984,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,437.0,9335.0,1265,456,95,4.04052268425,1.0412059947799999,1.06904505755,0.339522140564,1.07145938868,17,366.444444444,8208.61111111,1,109,109,0,0,0,1,0,0,0,1
1499,1,403,1,899,1649,1292,93,7.746682355010001,2.46087098101,3.8125890734599994,0.583369584856,2.3163280641,24,75.5416666667,1467.875,5642,996,368,13.3745257767,0.864907130704,2.96677780777,0.33713195274400004,1.5446160547,52,369.69811320800005,14392.452830200002,0,110,110,0,0,0,1,0,0,0,1
1527,1,404,1,900,30712,3375,1857,477.869743194,152.520693863,50.65720088760001,6.966489348089999,42.618125798200005,1458,136.520538721,4520.94545455,614,867,23,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,1,111,111,0,0,0,1,0,0,0,1
1528,1,405,1,901,400430,462,3484,14.8211451221,2.62758571405,0.10050335853499999,0.10050335853499999,0.10050335853499999,60,76.6666666667,4323.9,10496,1992,602,12.477517596099998,2.1742886336500002,4.5470721065,0.35184014387100004,5.71737075367,42,151.860465116,2454.74418605,1,112,112,0,0,0,1,0,0,0,1
1537,1,407,1,902,1652,884,75,1.32968343594,0.9344246160609999,0.10050335853499999,0.10050335853499999,0.10050335853499999,4,28.2,626.4,23151,63,371,7.590406559089999,1.26531672478,0.10050335853499999,0.10050335853499999,0.10050335853499999,30,147.8,18263.3666667,0,114,114,0,0,0,1,0,0,0,1
1550,1,408,1,904,2125,2127,30,4.4458401162,0.497557926768,1.7911968515799999,0.822731046346,2.27933470059,20,34.4,1830.7,16018,911,558,36.8322152429,8.53830067219,4.52874649801,1.5602860318,2.5889744303,144,89.595890411,2058.17808219,1,115,115,0,0,0,1,0,0,0,1
1639,1,413,1,907,2093,1410,55,1.25435738759,0.588862983864,0.588862983864,0.332423043719,0.588862983864,5,25.0,574.0,157,176,18,0.312365990981,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.346838541843,1,7.0,689.0,0,118,118,0,0,0,1,0,0,0,1
1651,1,415,1,909,5155,2913,307,4.76553848592,0.10050335853499999,1.82828354813,0.598552383135,2.0952427458300003,18,66.3333333333,1472.5,7815,2469,497,22.2760205392,4.58575332806,3.4081048023400005,1.0352811961200001,2.7195414193199996,83,458.16666666699996,19043.440476199998,0,120,120,0,0,0,1,0,0,0,1
1735,1,426,1,914,312,143,12,0.474246852832,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.36479296425999996,1,3.0,58574.0,435,439,13,0.292108125684,0.292108125684,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,419.0,5012.0,1,124,124,0,0,0,1,0,0,0,1
1739,1,428,1,915,641,556,28,1.1244968370000001,0.323284482763,0.10050335853499999,0.10050335853499999,0.339522140564,4,15.2,552.6,391,618,9,1.02192014106,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.349326776018,4,23.5,1806.5,1,125,125,0,0,0,1,0,0,0,1
1758,1,429,1,916,116,245,2,1.30817869,0.593273257032,2.0868510798599997,1.10641216795,1.61167552558,4,15.75,405.5,861,699,39,0.334765666801,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.838145762604,1,55.0,2070.0,0,126,126,0,0,0,1,0,0,0,1
1769,1,430,1,917,111877,729,5956,67.9276113399,17.8522501988,1.35248554813,0.593397681308,1.33762878942,266,133.630597015,5647.66044776,2504,648,107,6.7080899261399995,0.282717585607,0.33713195274400004,0.10050335853499999,0.33713195274400004,28,56.6071428571,3270.89285714,1,127,127,0,0,0,1,0,0,0,1
1771,1,431,1,918,1394171,89,11931,82.66411090380002,33.5272231602,0.10050335853499999,0.10050335853499999,0.349326776018,356,59.675,3539.23333333,282,461,4,2.28912867725,0.32553479714899997,3.1305924587900003,0.618563843677,2.88908191089,7,1.14285714286,182.71428571400003,1,128,128,0,0,0,1,0,0,0,1
1776,1,432,1,919,4957,1644,249,9.10722743446,1.2924057204700001,3.5015922961300014,0.10050335853499999,2.56442427073,36,196.13888888900001,6759.5,401,379,16,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.359533601106,0,0.0,0.0,1,129,129,0,0,0,1,0,0,0,1
1797,1,434,1,920,240690,275,6563,72.1255696131,16.0064343944,0.354378899279,0.10050335853499999,0.588641207545,294,84.4219269103,2910.95016611,1541,600,83,3.16858537798,1.19661008685,0.618563843677,0.359533601106,0.359533601106,10,71.6,2319.5,1,130,130,0,0,0,1,0,0,0,1
1800,1,435,1,921,6559,47,453,4.80529222388,1.6005299974399998,0.10050335853499999,0.10050335853499999,0.10050335853499999,21,19.0952380952,1673.23809524,104529,48236,5932,108.146636059,29.3646999646,4.45980338565,0.10050335853499999,4.380330198869999,440,126.83632287,2799.27130045,1,131,131,0,0,0,1,0,0,0,1
1801,1,436,1,922,284180,181215,8606,702.7046358739999,375.891693686,0.8422482433159999,0.341936471695,13.230170635,2617,23.5434205537,911.635949943,3221,566,345,26.038225333200003,3.39561337881,11.8578108319,2.2967519217400003,15.1334370619,81,102.95061728399999,1513.12345679,1,132,132,0,0,0,1,0,0,0,1
1822,1,437,1,923,11571,10376,415,11.664578733299999,3.69657510425,3.6088606372099994,0.10050335853499999,3.07097022066,47,211.659574468,5178.25531915,398,103,19,2.25266597336,0.10050335853499999,3.1317606073900004,1.34059597956,3.3823969916100003,8,138.777777778,1971.44444444,0,133,133,0,0,0,1,0,0,0,1
1824,1,439,1,924,3499,135,228,5.01536614979,1.9964898633200001,1.59605751466,0.10050335853499999,2.3165880095099998,18,113.6,3113.6,3318,482,201,37.4471990826,0.295998478572,0.10050335853499999,0.10050335853499999,0.10050335853499999,155,64.6582278481,2774.48101266,1,135,135,0,0,0,1,0,0,0,1
1837,1,442,1,927,3179,297,145,0.855600405247,0.10050335853499999,0.354378899279,0.10050335853499999,0.354378899279,3,7.666666666669999,843.666666667,3115,885,205,11.1238326625,2.3414896691,5.67432200633,1.32361035816,3.98863157128,44,168.288888889,3022.8,0,137,137,0,0,0,1,0,0,0,1
1853,1,444,1,930,117831,5277,2593,617.811757167,280.748056279,12.287078031199998,0.837595308475,13.4519098765,2330,38.719729043200005,1830.50465707,206,129,12,0.294043527372,0.10050335853499999,0.341936471695,0.10050335853499999,0.341936471695,1,276.0,7171.0,1,138,138,0,0,0,1,0,0,0,1
1870,1,446,1,932,13121,791,647,22.2618319498,4.96595829362,1.8339002022,0.10050335853499999,2.0849442945299996,85,169.16279069799998,8864.63953488,402,36,24,0.7710970456049999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,3,38.6666666667,644.666666667,1,140,140,0,0,0,1,0,0,0,1
1927,1,449,1,934,527,510,10,0.354378899279,0.354378899279,0.341936471695,0.341936471695,0.341936471695,1,12.0,367.0,8749,709,317,51.4815416548,19.5523860074,1.4116171429799995,0.367462556237,1.8698701813,190,81.7015706806,1949.0,0,141,141,0,0,0,1,0,0,0,1
1929,1,450,1,935,2846,1305,126,3.67218952834,0.7018549317110001,4.34828428339,0.362150068203,3.3377712262700014,16,293.823529412,25501.2352941,2623,541,121,10.1697124269,0.613486853539,2.90613685042,1.1160568095,2.12770985416,39,133.179487179,7493.58974359,0,142,142,0,0,0,1,0,0,0,1
1935,1,451,1,936,32725,391,1050,21.2595470123,6.1703607528900015,0.863371574171,0.362150068203,1.10000016838,90,99.0555555556,4823.75555556,6036,702,376,16.5999908116,1.60808120067,0.5861024521379999,0.10050335853499999,1.3384514102200002,63,124.825396825,2434.14285714,0,143,143,0,0,0,1,0,0,0,1
1971,1,454,1,940,11496,427,43,2.6902008369,0.9476751509319999,0.5737605469520001,0.33713195274400004,0.808022855218,12,22.0833333333,2221.75,4018,1214,148,4.5596168199800005,1.2228431525299999,0.35184014387100004,0.10050335853499999,0.35184014387100004,17,234.94117647099998,5139.35294118,1,145,145,0,0,0,1,0,0,0,1
1979,1,457,1,942,1773,698,114,3.31505150579,0.10050335853499999,1.08385732777,0.339522140564,1.34288757034,11,115.636363636,1718.0,277,476,19,0.486988349671,0.10050335853499999,0.362150068203,0.362150068203,0.857608790377,2,3.5,126.5,1,146,146,0,0,0,1,0,0,0,1
2012,1,459,1,944,3501,1149,147,20.9572333035,3.98611903531,7.459474135469999,0.332423043719,8.547842122210001,76,112.545454545,1956.42857143,171,207,3,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,1,148,148,0,0,0,1,0,0,0,1
